"","X","Typ","Tidpunkt","Score","Spelare","Lag","Period","Event","Utv","Match","Domare1","Domare2","Domarpar"
"100",100,"Utvisning","15:08",NA,"Mimmi Hansson","Gullänget-Kroksta IBS","Period1","Otillåten trängning",2,"Gullänget-Kroksta IBS - Umeå City IBF","Mikael Körning","Anders Öbergh","Mikael Körning, Anders Öbergh"
"101",101,"Utvisning","03:43",NA,"Tindra Bylund","Gullänget-Kroksta IBS","Period2","Otillåten trängning",2,"Gullänget-Kroksta IBS - Umeå City IBF","Mikael Körning","Anders Öbergh","Mikael Körning, Anders Öbergh"
"102",102,"Utvisning","15:37",NA,"Felicia Svanberg Häggström","Umeå City IBF","Period2","Felaktigt avstånd",2,"Gullänget-Kroksta IBS - Umeå City IBF","Mikael Körning","Anders Öbergh","Mikael Körning, Anders Öbergh"
"103",103,"Utvisning","17:01",NA,"Lisa Karlsson","Umeå City IBF","Period2","Obstruktion",2,"Gullänget-Kroksta IBS - Umeå City IBF","Mikael Körning","Anders Öbergh","Mikael Körning, Anders Öbergh"
"104",104,"Utvisning","13:13",NA,"Clara Nilsson","Umeå City IBF","Period3","Slag",2,"Gullänget-Kroksta IBS - Umeå City IBF","Mikael Körning","Anders Öbergh","Mikael Körning, Anders Öbergh"
"105",105,"Utvisning","06:52",NA,"Nova Sundin","Rönnskär Railcare IF","Period3","Otillåten trängning",2,"Rönnskär Railcare IF - Gimonäs Umeå IF","Lasse Ekesryd","Ville Hedsberg","Lasse Ekesryd, Ville Hedsberg"
"106",106,"Utvisning","14:28",NA,"Fanny Wiklund","Skellefteå IBK","Period2","Slag",2,"Ersboda SK - Skellefteå IBK","Andreas Eriksson","Peter Poopuu","Andreas Eriksson, Peter Poopuu"
"107",107,"Utvisning","16:53",NA,"Ronja Nilsson","Ersboda SK","Period2","Slag",2,"Ersboda SK - Skellefteå IBK","Andreas Eriksson","Peter Poopuu","Andreas Eriksson, Peter Poopuu"
"108",108,"Utvisning","11:45",NA,"Viktoria Nordqvist","IBF Dalen","Period1","Slag",2,"Umeå City IBF - IBF Dalen","Roger Karlsson","Peter Poopuu","Roger Karlsson, Peter Poopuu"
"109",109,"Utvisning","08:52",NA,"Ella Wallmark","Umeå City IBF","Period2","Slag",2,"Umeå City IBF - IBF Dalen","Roger Karlsson","Peter Poopuu","Roger Karlsson, Peter Poopuu"
"110",110,"Utvisning","13:47",NA,"Ellen Fahlgren","Gamla Stan IBK","Period3","Otillåten trängning",2,"Gamla Stan IBK - Örnsköldsvik IBK /IBF","Maria Dahlin","Elin Lindgren","Maria Dahlin, Elin Lindgren"
"111",111,"Utvisning","19:28",NA,"Matilda Karlsson","IBF Dalen/Sandåkerns SK","Period3","Lyftning av klubba",2,"Ersboda SK - IBF Dalen/Sandåkerns SK","Andreas Eriksson","Mattias Karlsson","Andreas Eriksson, Mattias Karlsson"
"112",112,"Utvisning","04:48",NA,"Tinde Häggmark","Sävar IK/Täfteå IK","Period1","Slag",2,"Sävar IK/Täfteå IK - Gullänget-Kroksta IBS","Albin Berglund","Linus Berglund","Albin Berglund, Linus Berglund"
"113",113,"Utvisning","14:30",NA,"Agnes Viström","Gullänget-Kroksta IBS","Period1","Slag",2,"Sävar IK/Täfteå IK - Gullänget-Kroksta IBS","Albin Berglund","Linus Berglund","Albin Berglund, Linus Berglund"
"114",114,"Utvisning","16:28",NA,"Ellen Dahlin","Gullänget-Kroksta IBS","Period2","Slag",2,"Sävar IK/Täfteå IK - Gullänget-Kroksta IBS","Albin Berglund","Linus Berglund","Albin Berglund, Linus Berglund"
"115",115,"Utvisning","05:15",NA,"My Wikström","Sävar IK/Täfteå IK","Period3","Slag",2,"Sävar IK/Täfteå IK - Gullänget-Kroksta IBS","Albin Berglund","Linus Berglund","Albin Berglund, Linus Berglund"
"116",116,"Utvisning","10:02",NA,"Tindra Bylund","Gullänget-Kroksta IBS","Period3","Hög klubba",2,"Sävar IK/Täfteå IK - Gullänget-Kroksta IBS","Albin Berglund","Linus Berglund","Albin Berglund, Linus Berglund"
"117",117,"Utvisning","19:10",NA,"Fanny Ahlard","Clemensnäs IF /Bureå IF","Period1","Felaktigt byte",2,"Gamla Stan IBK - Clemensnäs IF /Bureå IF","Joakim Broman","Ville Hedsberg","Joakim Broman, Ville Hedsberg"
"118",118,"Utvisning","04:30",NA,"Thea Boström","Gamla Stan IBK","Period3","Slag",2,"Gamla Stan IBK - Clemensnäs IF /Bureå IF","Joakim Broman","Ville Hedsberg","Joakim Broman, Ville Hedsberg"
"119",119,"Utvisning","09:14",NA,"Alicia Holmgren","Skellefteå IBK","Period3","Hårt spel 2",2,"Skellefteå IBK - IKSU","Daniel Degerman","Micael Holmbom","Daniel Degerman, Micael Holmbom"
"120",120,"Utvisning","10:55",NA,"Maja Sjöström","IBF Dalen","Period1","Låsning av klubba",2,"Sävar IK/Täfteå IK - IBF Dalen","Daniel Johannesson","David Karlsson","Daniel Johannesson, David Karlsson"
"121",121,"Utvisning","13:22",NA,"Tuva Dahlin","Sävar IK/Täfteå IK","Period2","Slag",2,"Sävar IK/Täfteå IK - IBF Dalen","Daniel Johannesson","David Karlsson","Daniel Johannesson, David Karlsson"
"122",122,"Utvisning","10:42",NA,"Veronica Boman","Ersboda SK","Period1","Protest mot domslut",2,"Ersboda SK - Skellefteå IBK","Klas Höglund","Christoffer Lind","Klas Höglund, Christoffer Lind"
"123",123,"Utvisning","12:12",NA,"Nea Nyberg","Umeå City IBF","Period2","Slag",2,"Örnsköldsvik IBK /IBF - Umeå City IBF","Kim Fallbjörk","Rasmus Säfvenberg","Kim Fallbjörk, Rasmus Säfvenberg"
"124",124,"Utvisning","15:25",NA,"Alva Åsberg","IKSU","Period1","Hårt spel 2",2,"IKSU - IBF Dalen/Sandåkerns SK","David Karlsson","Rasmus Säfvenberg","David Karlsson, Rasmus Säfvenberg"
"125",125,"Utvisning","15:25",NA,"Marlene Karlsson","IBF Dalen/Sandåkerns SK","Period1","Fasthållning",2,"IKSU - IBF Dalen/Sandåkerns SK","David Karlsson","Rasmus Säfvenberg","David Karlsson, Rasmus Säfvenberg"
"126",126,"Utvisning","17:43",NA,"Tilia Walderhaug Sedic","Umeå City IBF","Period3","Slag",2,"Rönnskär Railcare IF - Umeå City IBF","Joakim Broman","Daniel Degerman","Joakim Broman, Daniel Degerman"
"127",127,"Utvisning","18:15",NA,"Alva Åsberg","IKSU","Period1","Otillåten trängning",2,"IKSU - Ersboda SK","Roger Karlsson","Robert Segerstedt","Roger Karlsson, Robert Segerstedt"
"128",128,"Utvisning","08:08",NA,"Agnes Plogner","IKSU","Period2","Otillåten trängning",2,"IKSU - Ersboda SK","Roger Karlsson","Robert Segerstedt","Roger Karlsson, Robert Segerstedt"
"129",129,"Utvisning","03:32",NA,"Lina Näsström","Ersboda SK","Period3","Låsning av klubba",2,"IKSU - Ersboda SK","Roger Karlsson","Robert Segerstedt","Roger Karlsson, Robert Segerstedt"
"130",130,"Utvisning","16:48",NA,"Alva Åsberg","IKSU","Period3","Slag",2,"IKSU - Ersboda SK","Roger Karlsson","Robert Segerstedt","Roger Karlsson, Robert Segerstedt"
"131",131,"Utvisning","09:11",NA,"Bhadra Löf Söderman","IBF Dalen/Sandåkerns SK","Period1","Slag",2,"Skellefteå IBK - IBF Dalen/Sandåkerns SK","Daniel Degerman","Micael Holmbom","Daniel Degerman, Micael Holmbom"
"132",132,"Utvisning","03:24",NA,"Emma Carlsson Warg","Kågedalens AIF","Period1","För många spelare på plan",2,"Kågedalens AIF - Örnsköldsvik IBK /IBF","Mikael Körning","Peder Lövdahl","Mikael Körning, Peder Lövdahl"
"133",133,"Utvisning","13:31",NA,"Angie Hillergren","Kågedalens AIF","Period3","Protest mot domslut",2,"Kågedalens AIF - Örnsköldsvik IBK /IBF","Mikael Körning","Peder Lövdahl","Mikael Körning, Peder Lövdahl"
"134",134,"Utvisning","19:36",NA,"Hedvig Forsgren","Rönnskär Railcare IF","Period1","Lyftning av klubba",2,"Rönnskär Railcare IF - Gamla Stan IBK","Joakim Broman","Samuel Sundqvist","Joakim Broman, Samuel Sundqvist"
"135",135,"Utvisning","06:43",NA,"Nova Sundin","Rönnskär Railcare IF","Period3","Osportsligt uppträdande",12,"Rönnskär Railcare IF - Gamla Stan IBK","Joakim Broman","Samuel Sundqvist","Joakim Broman, Samuel Sundqvist"
"136",136,"Utvisning","15:53",NA,"Nova Sundin","Rönnskär Railcare IF","Period3","Låsning av klubba",2,"Rönnskär Railcare IF - Gamla Stan IBK","Joakim Broman","Samuel Sundqvist","Joakim Broman, Samuel Sundqvist"
"137",137,"Utvisning","17:54",NA,"Tuva Dahlin","Sävar IK/Täfteå IK","Period1","Otillåten trängning",2,"Sävar IK/Täfteå IK - Gullänget-Kroksta IBS","Boo Hydling","Göran Norberg","Boo Hydling, Göran Norberg"
"138",138,"Utvisning","06:54",NA,"Cajsa Lundkvist","IBF Dalen","Period2","Slag",2,"IBF Dalen - Gullänget-Kroksta IBS","Erik Hörnros","Jimmy Norlund","Erik Hörnros, Jimmy Norlund"
"139",139,"Utvisning","15:57",NA,"Tuva Karlsson","Umeå City IBF","Period3","Slag",2,"Umeå City IBF - Sävar IK/Täfteå IK","Klas Höglund","Rasmus Säfvenberg","Klas Höglund, Rasmus Säfvenberg"
"140",140,"Utvisning","17:33",NA,"Elsa Lindgren","Obbola IK","Period2","Slag",2,"Obbola IK - IBF Dalen/Sandåkerns SK","Bjarne Andersson","Ulf Stödberg","Bjarne Andersson, Ulf Stödberg"
"141",141,"Utvisning","17:14",NA,"Nea Nyberg","Umeå City IBF","Period2","Fasthållning",2,"Gamla Stan IBK - Umeå City IBF","Joakim Broman","Micael Holmbom","Joakim Broman, Micael Holmbom"
"142",142,"Utvisning","11:24",NA,"Agnes Fahlgren","Gamla Stan IBK","Period3","Otillåten trängning",2,"Gamla Stan IBK - Umeå City IBF","Joakim Broman","Micael Holmbom","Joakim Broman, Micael Holmbom"
"143",143,"Utvisning","14:30",NA,"Alva Vesterlund","Holmsund City IBC/GUIF","Period1","Slag",2,"Holmsund City IBC/GUIF - Skellefteå IBK","Kim Fallbjörk","Rasmus Säfvenberg","Kim Fallbjörk, Rasmus Säfvenberg"
"144",144,"Utvisning","15:36",NA,"Hanna Sundström","Holmsund City IBC/GUIF","Period3","Otillåten trängning",2,"Holmsund City IBC/GUIF - Skellefteå IBK","Kim Fallbjörk","Rasmus Säfvenberg","Kim Fallbjörk, Rasmus Säfvenberg"
"145",145,"Utvisning","07:34",NA,"Alice Danielsson","IBF Dalen","Period1","Felaktigt byte",2,"Clemensnäs IF /Bureå IF - IBF Dalen","Julia Fältén","Alvina Mukkala","Julia Fältén, Alvina Mukkala"
"146",146,"Utvisning","16:30",NA,"Miriam Hellberg","Clemensnäs IF /Bureå IF","Period1","Obstruktion",2,"Clemensnäs IF /Bureå IF - IBF Dalen","Julia Fältén","Alvina Mukkala","Julia Fältén, Alvina Mukkala"
"147",147,"Utvisning","00:34",NA,"Anna Viklund","Clemensnäs IF /Bureå IF","Period2","Slag",2,"Clemensnäs IF /Bureå IF - IBF Dalen","Julia Fältén","Alvina Mukkala","Julia Fältén, Alvina Mukkala"
"148",148,"Utvisning","14:22",NA,"Nea Englund-Jonsson","Clemensnäs IF /Bureå IF","Period2","Slag",2,"Clemensnäs IF /Bureå IF - IBF Dalen","Julia Fältén","Alvina Mukkala","Julia Fältén, Alvina Mukkala"
"149",149,"Utvisning","15:36",NA,"Wilma Lilliesköld","IBF Dalen","Period2","Otillåten trängning",2,"Clemensnäs IF /Bureå IF - IBF Dalen","Julia Fältén","Alvina Mukkala","Julia Fältén, Alvina Mukkala"
"150",150,"Utvisning","16:47",NA,"Miriam Hellberg","Clemensnäs IF /Bureå IF","Period2","Slag",2,"Clemensnäs IF /Bureå IF - IBF Dalen","Julia Fältén","Alvina Mukkala","Julia Fältén, Alvina Mukkala"
"151",151,"Utvisning","19:18",NA,"Hilda Enmark","Clemensnäs IF /Bureå IF","Period2","Protest mot domslut",2,"Clemensnäs IF /Bureå IF - IBF Dalen","Julia Fältén","Alvina Mukkala","Julia Fältén, Alvina Mukkala"
"152",152,"Utvisning","06:25",NA,"Madeleine Lundmark","Ersboda SK","Period1","Hög klubba",2,"Ersboda SK - Vindelns IF","Björn Glad","Daniel Johannesson","Björn Glad, Daniel Johannesson"
"153",153,"Utvisning","17:42",NA,"Alva Pettersson","Kågedalens AIF","Period1","Slag",2,"Kågedalens AIF - Sävar IK/Täfteå IK","Ville Hedsberg","Andreas Åström","Ville Hedsberg, Andreas Åström"
"154",154,"Utvisning","10:24",NA,"Angelica Nyström","Rönnskär Railcare IF","Period3","Otillåten trängning",2,"Gullänget-Kroksta IBS - Rönnskär Railcare IF","Boo Hydling","Ivica Matanovic","Boo Hydling, Ivica Matanovic"
"155",155,"Utvisning","17:12",NA,"Saga Hunesjö","Rönnskär Railcare IF","Period3","Otillåten trängning",2,"Gullänget-Kroksta IBS - Rönnskär Railcare IF","Boo Hydling","Ivica Matanovic","Boo Hydling, Ivica Matanovic"
"156",156,"Utvisning","13:48",NA,"Monica Jusu Bah","Umeå City IBF","Period2","Otillåten trängning",2,"Umeå City IBF - Rönnskär Railcare IF","Tilde Wikström","Sanna Åslin","Tilde Wikström, Sanna Åslin"
"157",157,"Utvisning","10:45",NA,"Elin Broddeskog","Umeå City IBF","Period3","Felaktigt avstånd",2,"Umeå City IBF - Rönnskär Railcare IF","Tilde Wikström","Sanna Åslin","Tilde Wikström, Sanna Åslin"
"158",158,"Utvisning","12:20",NA,"Lisabeth Öhlin","Kågedalens AIF","Period2","Felaktigt byte",2,"Kågedalens AIF - IBF Dalen","Ville Hedsberg","Micael Holmbom","Ville Hedsberg, Micael Holmbom"
"159",159,"Utvisning","16:24",NA,"Alva Grönlund","IBF Dalen","Period2","Fasthållning",2,"Kågedalens AIF - IBF Dalen","Ville Hedsberg","Micael Holmbom","Ville Hedsberg, Micael Holmbom"
"160",160,"Utvisning","01:37",NA,"Lina Söderlund","Kågedalens AIF","Period3","Slag",2,"Kågedalens AIF - IBF Dalen","Ville Hedsberg","Micael Holmbom","Ville Hedsberg, Micael Holmbom"
"161",161,"Utvisning","07:06",NA,"Elin Andersson","IBF Dalen/Sandåkerns SK","Period3","Slag",2,"Holmsund City IBC/GUIF - IBF Dalen/Sandåkerns SK","Andreas Eriksson","Mattias Karlsson","Andreas Eriksson, Mattias Karlsson"
"162",162,"Utvisning","12:08",NA,"Johanna Bergdahl","IBF Dalen/Sandåkerns SK","Period3","Slag",2,"Holmsund City IBC/GUIF - IBF Dalen/Sandåkerns SK","Andreas Eriksson","Mattias Karlsson","Andreas Eriksson, Mattias Karlsson"
"163",163,"Utvisning","19:03",NA,"Sandra Ålevik","Holmsund City IBC/GUIF","Period3","Ej angiven förseelse",2,"Holmsund City IBC/GUIF - IBF Dalen/Sandåkerns SK","Andreas Eriksson","Mattias Karlsson","Andreas Eriksson, Mattias Karlsson"
"164",164,"Utvisning","06:27",NA,"Lina Söderlund","Kågedalens AIF","Period2","Slag",2,"Sävar IK/Täfteå IK - Kågedalens AIF","Manuel Garzon","Rasmus Säfvenberg","Manuel Garzon, Rasmus Säfvenberg"
"165",165,"Utvisning","14:56",NA,"Emma Enholm","Sävar IK/Täfteå IK","Period2","Otillåten trängning",2,"Sävar IK/Täfteå IK - Kågedalens AIF","Manuel Garzon","Rasmus Säfvenberg","Manuel Garzon, Rasmus Säfvenberg"
"166",166,"Utvisning","15:05",NA,"Lisabeth Öhlin","Kågedalens AIF","Period3","Hög klubba",2,"Sävar IK/Täfteå IK - Kågedalens AIF","Manuel Garzon","Rasmus Säfvenberg","Manuel Garzon, Rasmus Säfvenberg"
"167",167,"Utvisning","18:51",NA,"Naj Ma Deria","Ersboda SK","Period2","Otillåten trängning",2,"Röbäcks IF - Ersboda SK","Björn Glad","Thanasis Provatas","Björn Glad, Thanasis Provatas"
"168",168,"Utvisning","10:29",NA,"Jonna Lönn","Röbäcks IF","Period3","Otillåten trängning",2,"Röbäcks IF - Ersboda SK","Björn Glad","Thanasis Provatas","Björn Glad, Thanasis Provatas"
"169",169,"Utvisning","18:51",NA,"Naj Ma Deria","Ersboda SK","Period3","Felaktigt avstånd",2,"Röbäcks IF - Ersboda SK","Björn Glad","Thanasis Provatas","Björn Glad, Thanasis Provatas"
"170",170,"Utvisning","05:58",NA,"Frida Jonsson","Gamla Stan IBK","Period3","Slag",2,"Gamla Stan IBK - Umeå City IBF","Erik Hörnros","Jimmy Norlund","Erik Hörnros, Jimmy Norlund"
"171",171,"Utvisning","16:50",NA,"Tilia Walderhaug Sedic","Umeå City IBF","Period3","Fasthållning",2,"Gamla Stan IBK - Umeå City IBF","Erik Hörnros","Jimmy Norlund","Erik Hörnros, Jimmy Norlund"
"172",172,"Utvisning","05:27",NA,"Emmeline Lundmark","Skellefteå IBK","Period1","Slag",2,"Skellefteå IBK - Obbola IK","Andreas Eriksson","Mattias Karlsson","Andreas Eriksson, Mattias Karlsson"
"173",173,"Utvisning","05:12",NA,"Gabriella Sjöstedt","Obbola IK","Period2","Slag",2,"Skellefteå IBK - Obbola IK","Andreas Eriksson","Mattias Karlsson","Andreas Eriksson, Mattias Karlsson"
"174",174,"Utvisning","12:22",NA,"Ebba Nilsson","Skellefteå IBK","Period2","Otillåten trängning",2,"Skellefteå IBK - Obbola IK","Andreas Eriksson","Mattias Karlsson","Andreas Eriksson, Mattias Karlsson"
"175",175,"Utvisning","05:35",NA,"Elin Olsson","Obbola IK","Period3","Otillåten trängning",2,"Skellefteå IBK - Obbola IK","Andreas Eriksson","Mattias Karlsson","Andreas Eriksson, Mattias Karlsson"
"176",176,"Utvisning","15:16",NA,"Ella Bergström","Rönnskär Railcare IF","Period2","Slag",2,"Rönnskär Railcare IF - Gullänget-Kroksta IBS","Lasse Ekesryd","Bobby Hjelte","Lasse Ekesryd, Bobby Hjelte"
"177",177,"Utvisning","15:16",NA,"Moa Undin","Holmsund City IBC/GUIF","Period2","Låsning av klubba",2,"IBF Dalen - Holmsund City IBC/GUIF","Mattias Karlsson","Lisa Vestman","Mattias Karlsson, Lisa Vestman"
"178",178,"Utvisning","06:32",NA,"Julia Näslund","Holmsund City IBC/GUIF","Period3","Slag",2,"IBF Dalen - Holmsund City IBC/GUIF","Mattias Karlsson","Lisa Vestman","Mattias Karlsson, Lisa Vestman"
"179",179,"Utvisning","08:59",NA,"Nora Jonsson","IBF Dalen","Period3","Otillåten trängning",2,"IBF Dalen - Holmsund City IBC/GUIF","Mattias Karlsson","Lisa Vestman","Mattias Karlsson, Lisa Vestman"
"180",180,"Utvisning","09:44",NA,"Nelly Saari","Spöland Vännäs IF","Period3","Otillåten trängning",2,"Spöland Vännäs IF - IBF Dalen","Alvina Mukkala","Robert Segerstedt","Alvina Mukkala, Robert Segerstedt"
"181",181,"Utvisning","18:03",NA,"Camilla Wallin","Spöland Vännäs IF","Period3","Hårt spel 2",2,"Spöland Vännäs IF - IBF Dalen","Alvina Mukkala","Robert Segerstedt","Alvina Mukkala, Robert Segerstedt"
"182",182,"Utvisning","19:40",NA,"Elsa Holmberg","Röbäcks IF","Period2","Slag",2,"Vindelns IF - Röbäcks IF","David Karlsson","Mattias Karlsson","David Karlsson, Mattias Karlsson"
"183",183,"Utvisning","01:09",NA,"Victoria Wilhelmsson-Andersson","Röbäcks IF","Period3","Slag",2,"Vindelns IF - Röbäcks IF","David Karlsson","Mattias Karlsson","David Karlsson, Mattias Karlsson"
"184",184,"Utvisning","01:48",NA,"Ellen Lundberg","Vindelns IF","Period3","Slag",2,"Vindelns IF - Röbäcks IF","David Karlsson","Mattias Karlsson","David Karlsson, Mattias Karlsson"
"185",185,"Utvisning","01:16",NA,"Wilma Wendén","Rönnskär Railcare IF","Period3","Obstruktion",2,"Rönnskär Railcare IF - Kågedalens AIF"," "," ","  "
"186",186,"Utvisning","08:50",NA,"Alice Holmbom","Kågedalens AIF","Period3","Hårt spel 2",2,"Rönnskär Railcare IF - Kågedalens AIF"," "," ","  "
"187",187,"Utvisning","17:23",NA,"Ebba Elenius","Rönnskär Railcare IF","Period3","Obstruktion",2,"Rönnskär Railcare IF - Kågedalens AIF"," "," ","  "
"188",188,"Utvisning","17:23",NA,"Lisabeth Öhlin","Kågedalens AIF","Period3","Obstruktion",2,"Rönnskär Railcare IF - Kågedalens AIF"," "," ","  "
"189",189,"Utvisning","09:12",NA,"Hanna Sundström","Holmsund City IBC/GUIF","Period2","Felaktigt avstånd",2,"Holmsund City IBC/GUIF - Obbola IK","Kim Fallbjörk","Robert Segerstedt","Kim Fallbjörk, Robert Segerstedt"
"190",190,"Utvisning","10:15",NA,"Alva Engström","Holmsund City IBC/GUIF","Period2","Slag",2,"Holmsund City IBC/GUIF - Obbola IK","Kim Fallbjörk","Robert Segerstedt","Kim Fallbjörk, Robert Segerstedt"
"191",191,"Utvisning","11:46",NA,"Moa Olsson","Obbola IK","Period3","Felaktigt avstånd",2,"Holmsund City IBC/GUIF - Obbola IK","Kim Fallbjörk","Robert Segerstedt","Kim Fallbjörk, Robert Segerstedt"
"192",192,"Utvisning","12:08",NA,"Kajsa Näslund","Holmsund City IBC/GUIF","Period3","Slag",2,"Holmsund City IBC/GUIF - Obbola IK","Kim Fallbjörk","Robert Segerstedt","Kim Fallbjörk, Robert Segerstedt"
"193",193,"Utvisning","18:04",NA,"Alva Bernhardsson","Obbola IK","Period3","Slag",2,"Holmsund City IBC/GUIF - Obbola IK","Kim Fallbjörk","Robert Segerstedt","Kim Fallbjörk, Robert Segerstedt"
"194",194,"Utvisning","03:57",NA,"Alva Engström","Holmsund City IBC/GUIF","Period3","Slag",2,"Holmsund City IBC/GUIF - Spöland Vännäs IF","Alexandra Nimrodsson","Hanna Wendén","Alexandra Nimrodsson, Hanna Wendén"
"195",195,"Utvisning","10:21",NA,"Claudia Saksa","Holmsund City IBC/GUIF","Period3","Felaktigt avstånd",2,"Holmsund City IBC/GUIF - Spöland Vännäs IF","Alexandra Nimrodsson","Hanna Wendén","Alexandra Nimrodsson, Hanna Wendén"
"196",196,"Utvisning","04:48",NA,"Matilda Valtersson","Obbola IK","Period1","Otillåten trängning",2,"IBF Dalen - Obbola IK","Tilde Wikström","Sanna Åslin","Tilde Wikström, Sanna Åslin"
"197",197,"Utvisning","18:22",NA,"Elina Mannelqvist","Obbola IK","Period1","Otillåten trängning",2,"IBF Dalen - Obbola IK","Tilde Wikström","Sanna Åslin","Tilde Wikström, Sanna Åslin"
"198",198,"Utvisning","01:51",NA,"Ida Eriksson","IBF Dalen","Period2","Liggande spel",2,"IBF Dalen - Obbola IK","Tilde Wikström","Sanna Åslin","Tilde Wikström, Sanna Åslin"
